"#","ML #","St","Current Price","List Price","Sale Price","Address","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Type","Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"501","B472422","S","$229,000","$229,000","$229,000","2636 Clinton St RD","14011","","4","3.0","3,200","RES","$136,300","Full","Deck, Garage Door Opener, Other - See Remarks, Satellite Dish, Storage, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, Bonus Room, Great Room, In-Law - see Remarks, Laundry-Basement, Living Room, Porch - Open, Workshop","Barn / Outbuilding, Shed","Scuttle Access, Unfinished","","NEW","Attica","$0","07/06/2015","07/07/2015","","04/20/2015","0","Blacktop, Parking Area, Stone/Gravel, Turnaround","","Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","2nd Garage, Attached","Gas, Propane","","04/20/2015","Exclusive Right To Sell","500","1,650","Agricultural District, Primary Road"
"501","B473968","S","$211,890","$199,900","$211,890","3793 Fullington RD","14011","14011","4","2.1","1,996","RES","$194,000","Full","Garage Door Opener, High Speed Internet, Satellite Dish, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door, Water Softener - Owned","Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Attica","$0","07/10/2015","07/16/2015","","05/06/2015","1","Stone/Gravel","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Oil, Wood","","05/05/2015","Exclusive Right To Sell","257","224","Agricultural District"
"501","B470807","S","$160,000","$169,000","$160,000","678 Creek RD","14011","14040","3","1.1","1,485","RES","$116,700","Full, Partially Finished","Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, Basement / Rec Room, Laundry-1st Floor, Laundry-Basement, Living Room, Porch - Open, Workshop","","Scuttle Access","","NEW","Attica","$0","04/09/2015","04/09/2015","","03/29/2015","0","Blacktop","","Hardwood-Some, Linoleum/Vinyl","2nd Garage, Attached","Oil","","03/29/2015","Exclusive Right To Sell","565","553","Agricultural District, Primary Road"
"501","B478344","S","$158,000","$152,000","$158,000","1491 Creek RD","14011","14011","3","2.0","1,590","RES","$120,000","Full","Garage Door Opener, Pool-Above Ground, Satellite Dish","Ceiling Fan, Circuit Breakers - Some, Indoor Pool","1st Floor Bedroom, Laundry-1st Floor, Porch - Enclosed","Shed","Crawl Space","","NEW","Attica","$0","11/13/2015","11/17/2015","","07/15/2015","23","Blacktop, Stone/Gravel, Turnaround","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl","Attached","Oil, Other - See Remarks","","06/22/2015","Exclusive Right To Sell","0","680","Agricultural District, Primary Road, Rural Road"
"501","B476346","S","$139,900","$139,900","$139,900","1181 Creek RD","14011","14011","2","1.0","1,088","RES","$98,700","Full, Partially Finished","Deck, Electric Pet Fence, Garage Door Opener, Satellite Dish, Storage","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Water Softener - Owned","1st Floor Bedroom, Basement / Rec Room, Living Room, Workshop","Barn / Outbuilding","Crawl Space","","NEW","Attica","$0","08/21/2015","09/02/2015","","06/15/2015","14","Stone/Gravel","","Hardwood-Some, Laminate-Some, Other - See Remarks","Attached","Oil, Wood","","06/01/2015","Exclusive Right To Sell","0","0","Agricultural District, Rural Road"
"501","B474461","S","$123,700","$129,900","$123,700","4301 E Main Street RD","14011","14011","2","1.0","1,008","RES","$112,000","Full","Storage, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room","","Crawl Space","","NEW","Attica","$0","08/10/2015","08/11/2015","","05/17/2015","8","Stone/Gravel","","Laminate-Some, Wall To Wall Carpet-Some","Attached","Electric, Oil, Wood","","05/09/2015","Exclusive Right To Sell","1,039","435","Agricultural District, Primary Road"
"501","B470299","S","$775,000","$799,900","$775,000","100 Stewart CT","14052","14052","4","3.1","4,710","RES","$288,600","Exterior Walkout, Full","Deck, Garage Door Opener, Hot Tub, Patio, Pool-Above Ground","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Den/Study, Family Room, Foyer/Entry Hall, Garage Apartment, In-Law - see Remarks, Laundry-1st Floor, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Aurora","$0","05/07/2015","05/27/2015","","03/26/2015","7","Blacktop, Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/19/2015","Exclusive Right To Sell","1,332","15","Cul De Sac"
"501","B472946","S","$645,000","$679,900","$645,000","21 Creekview CT","14052","19067","3","3.1","2,706","RES","$20,000","Full","Balcony, Garage Door Opener","Circuit Breakers - Some, Pex Plumbing- Some, Security System - Owned, Sliding Glass Door, Sump Pump","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Porch - Screened","","Pull Down Stairs, Unfinished","","NEW","Aurora","$0","08/17/2015","08/18/2015","","05/17/2015","23","Blacktop","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/24/2015","Exclusive Right To Sell","240","64","Cul De Sac, Neighborhood Street, Wooded Lot"
"501","B462991","S","$415,000","$439,000","$415,000","4 Morningside CT","14052","","4","2.1","3,459","RES","$162,000","Full","Cable TV Available, Garage Door Opener, Patio, Storage","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Drapes - Some, Intercom, Natural Woodwork - some, Security System - Owned, Skylight, Sump Pump, Two Story Foyer","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Great Room, Laundry-1st Floor, Master Bedroom Bath, Office","Shed","Full","","NEW","Aurora","$0","02/17/2015","02/19/2015","","11/12/2014","29","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","10/14/2014","Exclusive Right To Sell","233","62","Cul De Sac, Neighborhood Street, Secondary Road"
"501","B465157","S","$410,000","$424,900","$410,000","1313 Boies RD","14052","14052","4","2.1","2,472","RES","$199,500","Full, Partially Finished","Cable TV Available, Partially Fenced Yard, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool, Sliding Glass Door","1st Floor Master Bedroom, Family Room, Porch - Open, Possible Additional Bedroom","Barn / Outbuilding","Crawl Space","","NEW","Aurora","$0","03/20/2015","04/06/2015","","12/17/2014","21","Blacktop, Circular, Turnaround","","Ceramic-Some, Hardwood-Some, Tile-Some","Detached","Gas","","11/26/2014","Exclusive Right To Sell","0","730","Agricultural District, Horses Permitted, Secondary Road, Wooded Lot"
"501","B489568","S","$397,000","$387,900","$397,000","15 Stewart CT","14052","14031","4","2.1","2,663","RES","$13,200","Full","Other - See Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Sliding Glass Door, Sump Pump","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Master Bedroom Bath, Morning Room, Porch - Open","","Scuttle Access","","NEW","Aurora","$0","12/02/2015","12/03/2015","","11/24/2015","0","Blacktop","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","11/24/2015","Exclusive Right To Sell","362","127","Neighborhood Street"
"501","B469723","S","$360,000","$369,900","$360,000","1628 Hubbard RD","14052","14052","4","2.1","3,000","RES","$161,400","Full","Deck, Garage Door Opener, Partially Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","1st Floor Master Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Master Bedroom Bath","","Partial","","NEW","Aurora","$0","05/15/2015","05/19/2015","","03/21/2015","10","Circular, Stone/Gravel","","Laminate-Some, Wall To Wall Carpet-Some, Wood-Some","Attached","Gas","","03/11/2015","Exclusive Right To Sell","405","461","Neighborhood Street"
"501","B468069","S","$335,000","$335,000","$335,000","91 Girdle RD","14052","14052","4","3.1","3,070","RES","$142,000","Full","Cable TV Available, Deck, Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Intercom, Natural Woodwork - some, Skylight, Water Softener - Owned","1st Floor Master Bedroom, Den/Study, Foyer/Entry Hall, Great Room, Guest Suite, Laundry-1st Floor, Library, Master Bedroom Bath, Office, Porch - Open, Porch - Screened","Shed","Scuttle Access","","NEW","Aurora","$0","04/10/2015","04/29/2015","","02/11/2015","8","Blacktop, Parking Area","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/03/2015","Exclusive Right To Sell","440","160","Other - See Remarks"
"501","B483577","S","$309,000","$309,000","$309,000","34 Highland DR","14052","14052","3","2.0","2,010","RES","$112,700","Full","Cable TV Available, Garage Door Opener, Patio, Satellite Dish, Thermal Windows - Some","Attic Fan, Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Master Bedroom, Bonus Room, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","","Full","","NEW","Aurora","$0","11/10/2015","11/11/2015","","08/30/2015","6","Blacktop","","Ceramic-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","08/24/2015","Exclusive Right To Sell","318","55","Cul De Sac, Neighborhood Street, Wooded Lot"
"501","B472809","S","$272,500","$279,900","$272,500","280 Jewett Holmwood RD","14052","14052","3","2.1","1,734","RES","$94,500","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener, Patio","Cedar Closets, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump, Water Softener - Owned, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open","Shed","Crawl Space","","NEW","Aurora","$0","07/06/2015","07/20/2015","","05/06/2015","13","Blacktop, Concrete, Stone/Gravel","","Ceramic-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","04/23/2015","Exclusive Right To Sell","0","265","Wooded Lot"
"501","B470120","S","$269,900","$269,900","$269,900","680 Willardshire RD","14052","14052","3","2.0","1,782","RES","$91,800","Full, Partially Finished","Electric Pet Fence","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Porch - Screened","Shed","Full, Stair Access","","NEW","Aurora","$0","05/29/2015","06/07/2015","","03/19/2015","2","Blacktop, Turnaround","","Ceramic-Some, Hardwood-Some, Tile-Some","Attached","Gas","","03/17/2015","Exclusive Right To Sell","522","150","Neighborhood Street"
"501","B477637","S","$260,000","$259,900","$260,000","816 Center ST","14052","14052","3","2.0","1,968","RES","$93,100","Full","Deck, Patio","Ceiling Fan, Copper Plumbing - Some","1st Floor Bedroom, Basement / Rec Room, Family Room, Laundry-1st Floor, Porch - Enclosed","","None","","NEW","Aurora","$0","08/28/2015","09/16/2015","","06/24/2015","9","Stone/Gravel","","Wall To Wall Carpet-Some, Wood-Some","Attached","Gas","","06/15/2015","Exclusive Right To Sell","557","70","Wooded Lot"
"501","B474938","S","$256,000","$259,999","$256,000","1233 Jewett Holmwood RD","14127","14127","3","1.1","1,834","RES","$94,800","Full, Partially Finished","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio, Pool-In Ground, Storage","Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","Basement / Rec Room, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Laundry-Basement, Living Room","Barn / Outbuilding","Crawl Space","","NEW","Aurora","$0","07/28/2015","08/04/2015","","05/28/2015","12","Circular, Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/16/2015","Exclusive Right To Sell","1,050","200","Primary Road, Wooded Lot"
"501","B474489","S","$250,800","$263,000","$250,800","1362 Underhill RD","14052","14052","4","2.0","2,668","RES","$96,900","Partial","Cable TV Available, Garage Door Opener, Patio, Pool-Above Ground","Cathedral Ceiling, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Florida/Sun Room- Heated, Laundry-1st Floor, Living Room, Master Bedroom Bath","Shed","Pull Down Stairs, Scuttle Access","","NEW","Aurora","$0","08/28/2015","08/28/2015","","05/27/2015","16","Blacktop, Parking Area","","Hardwood-Some, Laminate-Some, Tile-Some","Attached","Gas","","05/11/2015","Exclusive Right To Sell","550","150","Wooded Lot"
"501","B466299","S","$234,000","$239,900","$234,000","135 Davis RD","14052","14052","3","1.1","1,492","RES","$83,100","Full","Deck, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-Basement, Living Room, Master Bedroom Bath, Porch - Open","","Scuttle Access","","NEW","Aurora","$0","03/20/2015","04/09/2015","","01/09/2015","8","Concrete, Turnaround","","Ceramic-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","01/01/2015","Exclusive Right To Sell","722","145","Rural Road"
"501","B481608","S","$225,000","$204,900","$225,000","375 Grover RD","14052","14052","3","2.0","1,399","RES","$70,500","Partial","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door","Foyer/Entry Hall, Laundry-Basement","Shed","Crawl Space","","NEW","Aurora","$0","10/14/2015","10/22/2015","","08/03/2015","4","Concrete","","Linoleum/Vinyl, Wall To Wall Carpet-Some","2nd Garage, Attached","Gas","","07/30/2015","Exclusive Right To Sell","392","195","Private Road"
"501","B474245","S","$220,200","$219,900","$220,200","1080 Davis RD","14170","","3","2.0","1,798","RES","$0","Exterior Walkout","Cable TV Available, Deck, Dock- see Remarks, Garage Door Opener, High Speed Internet, Patio, Pool-Above Ground, Private Yard - see Remarks","Circuit Breakers - Some, Sliding Glass Door, Two Story Foyer","Family Room, Foyer/Entry Hall, Laundry-Basement, Master Bedroom Bath, Porch - Open","Shed","None","","NEW","Aurora","$0","08/08/2015","08/27/2015","","05/30/2015","23","Stone/Gravel","","Laminate-Some, Wall To Wall Carpet-Some","Attached, Under House","Gas","","05/07/2015","Exclusive Right To Sell","1,475","166","Agricultural District, Horses Permitted, Primary Road, Wooded Lot"
"501","B484620","S","$216,000","$219,000","$216,000","946 Underhill","14052","01062","3","1.1","2,024","RES","$109,500","Exterior Walkout, Partially Finished","Awning, Cable TV Available, Deck, Other - See Remarks, Private Yard - see Remarks, Storage, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Other - See Remarks, Security System - Owned, Sliding Glass Door, Sump Pump, Whirlpool Tub","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Other - See Remarks","Shed","Crawl Space","","NEW","Aurora","$0","11/04/2015","11/12/2015","","09/15/2015","8","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some, Wood-Some","Attached","Gas","","09/07/2015","Exclusive Right To Sell","300","150","Rural Road, Wooded Lot"
"501","B481263","S","$212,000","$204,900","$212,000","123 Glenridge RD","14052","14052","4","2.1","1,557","RES","$63,700","Full","Cable TV Available, Deck, Garage Door Opener, High Speed Internet, Patio, Playset / Swingset, Private Yard - see Remarks, Thermal Windows - Some","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sliding Glass Door, Sump Pump, Whirlpool Tub","1st Floor Master Bedroom, Laundry-Basement, Living Room, Master Bedroom Bath","Shed","Crawl Space","","NEW","Aurora","$0","10/05/2015","10/07/2015","","08/03/2015","8","Blacktop","","Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/26/2015","Exclusive Right To Sell","247","80","Neighborhood Street"
"501","B473874","S","$192,000","$199,900","$192,000","1474 Underhill RD","14052","14052","3","2.0","1,656","RES","$80,000","Partially Finished","Barbecue, Cable TV Available, Deck, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Hot Tub, Sliding Glass Door, Sump Pump","1st Floor Bedroom, Basement / Rec Room, Family Room, Florida/Sun Room- Heated, Laundry-Basement, Living Room, Porch - Enclosed","Shed","Full, Pull Down Stairs","","NEW","Aurora","$0","07/27/2015","07/28/2015","","05/25/2015","21","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","05/04/2015","Exclusive Right To Sell","350","150","Wooded Lot"
"501","B475872","S","$185,500","$184,500","$185,500","1346 Big Tree RD","14052","14052","3","2.0","1,552","RES","$70,300","Exterior Walkout, Full","Deck, High Speed Internet, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door","1st Floor Bedroom, 1st Floor Master Bedroom, Bonus Room, Family Room, Great Room, Laundry-1st Floor, Master Bedroom Bath, Other - See Remarks, Porch - Open, Workshop","Shed","None","","NEW","Aurora","$0","08/26/2015","09/02/2015","","06/02/2015","6","Shared, Stone/Gravel","","Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","No Garage","Gas","","05/27/2015","Exclusive Right To Sell","330","52","Agricultural District, Private Road, Wooded Lot"
"501","B463542","S","$183,900","$183,900","$183,900","0 Center ST","14221","14086","3","2.0","1,375","RES","$0","Full","Thermal Windows - Some","Circuit Breakers - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Scuttle Access","","NEW","Aurora","$0","03/12/2015","03/20/2015","","10/20/2014","0","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","10/20/2014","Exclusive Right To Sell","1","1","Neighborhood Street"
